10,1R,ACEE249,0,전공선택,건축사회환경공학부,재료역학,지광습,3(3),"재료,역학",재료 역학,"strain,시오,goodstress,stress,design,displacement,torsion,beams,forces,homehomehometension,goodcompression,goodgoodgoodtorsion,goodgoodno,goodmechanics,pymechanics,nerelation,goodstresses,strengyield,strengcriterion,strengstrengmechanics,strengfailure,cengate,참고mechanics,prerequimechanics,equivalents,hibbeler,statics,deformation,brooks,criterion,stresses,moments,barry,kinds,참고시오,engineers,다운,force,vector,첨부,mechanics,역학,energy,재료,systems","strain,시오,goodstress","strain,시오,goodstress,stress,design","strain,시오,goodstress,stress,design,displacement,torsion,beams,forces,homehomehometension,goodcompression,goodgoodgoodtorsion,goodmechanics,pymechanics,goodstresses,strengyield,strengcriterion,strengstrengmechanics,cengate,equivalents"
11,1R,ACEE261,0,전공선택,건축사회환경공학부,초고층공학(영강),주영규,3(3),"초고,층,공학",초고층공학(영강),"buildings,초고,truss,systems,foundation,design,steel,column,maintenance,frame,servicedesign,참고국초,homehistory,damper,taranatall,sbeam,outrigger,sustainreferences,akbar,윤성원,tamboli,영규,bungale,earthquake,vibration,고층,kate,구미,belt,heights,penguin,skin,tube,대가,연합,wind,wall,load,건물,moment,anatomy,air,living,communications,visit,rise,outcomes,국내외,건설,core,water,mass,서관,hill,건축,도시,공학,history","buildings,초고,truss","buildings,초고,truss,systems,foundation","buildings,초고,truss,systems,foundation,design,steel,column,maintenance,frame,servicedesign,참고국초,damper,윤성원,영규,vibration,고층,대가,연합,건물"
12,1R,ACEE269,0,전공선택,건축사회환경공학부,측량학및실습(영강),강승모,3(4),"측량,학,실습",측량학 및 실습(영강),"surveying,sensing,measurement,traverse,측량,projection,positioning,shape,curve,map,error,실습,exam,systems","surveying,sensing,measurement","surveying,sensing,measurement,traverse,측량","surveying,sensing,measurement,traverse,측량,projection,positioning,shape,curve,map,error,실습,exam,systems"
13,1R,ACEE283,0,전공선택,건축사회환경공학부,제도및BIM기초설계,박창희,3(4),"제도,기초,설계,BIM",제도 및 BIM 기초 설계,"cad,노트북,도면,설계툴,bim,sketchup,결과물,revit,모델링,승효상,안도,다다,논리성,프리,연속성,컨텐츠,핸드,독창,스튜디오,개성,창의성,건축,샤프펜슬,이진민,음악처럼,전화스튜디오,서현,빈자,공겸임,박용후,퍼플,문화재단,이규원,김영세,색연필,피플,김수근,연필,그라픽스,지문,작품집,autocad,컬처,유홍준,제도,프롬,스터디,교보,걸음,문고,acee,문화유산,버전,방향성,면서,적극성,건축가,용도,창비,설치,hands,사기,미학,보편,비율,국내외,미술,북스,집중,기초,컴퓨터,설계,디자인","cad,노트북,도면","cad,노트북,도면,설계툴,bim","cad,노트북,도면,설계툴,bim,sketchup,결과물,revit,모델링,승효상,안도,다다,프리,연속성,컨텐츠,핸드,독창,스튜디오,개성,창의성"
14,1R,ACEE313,0,전공선택,건축사회환경공학부,토질공학,최항석,3(4),토질공학,토질공학,"토질역학,사면,공업,토압론,역학,강도,안정,전단,정규,토질지반,압밀변형,대학원,토질,재료역학,최항,엄수,주일,지지,배부,변형,prentice,지정,수학,토질공학,토질앞서,토질본격,토질도로,압밀전단,종훈,반듯이,토목도로,강민규,압밀토질역학,토질고려,토질정복,ehquiz,토질토질역학,문의지반,치룰,알갱이,루고,응답협의,holtz,이인모,연속체,참고토질역학,홈방문,압밀,학교진로,암반역학,풍요롭,상구,독려,혹시,hangseok,지반,병환,긴급,포장,합당,만일,최선,격주,아무,도착,학업성취도,공적,임시,실적,das,통보,환산,공기,예약,counseling,soil,아산,피치,thomson,이면,정기,재현,한번,기대,다소,번의,sons,대한민국,비율,대비,처음,리뷰,mechanics,수도,허용,ph,가족","토질역학,사면,공업","토질역학,사면,공업,토압론,역학","토질역학,사면,공업,토압론,역학,강도,안정,전단,정규,토질지반,압밀변형,대학원,토질,재료역학,최항,엄수,주일,배부,변형,prentice"
15,1R,ACEE321,1,전공선택,건축사회환경공학부,강구조설계I,강영종,3(4),"강,구조,설계",강구조 설계I,"load,lrfd,beams,toughness,buckling,design,failure,steel,column,strain,curve,strengvn,lengcompression,lengframe,lifactor,lengcolumn,trknowledges,hardening,strengprostress,strengstress,strengstrengstrengstrengstress,steels,strengstiffness,thickness,strengsteel,asd,specifications,specification,gradient,compression,circle,ratio,procedure,chart,temperature,resistance,factor,limits,구조,force,philosophy,mechanism,stress,effect,emphasis,설계","load,lrfd,beams","load,lrfd,beams,toughness,buckling","load,lrfd,beams,toughness,buckling,design,failure,steel,column,strain,curve,lengcompression,lengframe,lifactor,trknowledges,strengstress,steels,strengstiffness,thickness,specifications"
16,1R,ACEE321,2,전공선택,건축사회환경공학부,강구조설계I,주영규,3(4),"강,구조,설계",강구조 설계I,"부재,좌굴,인장,하중,압축,단면,기둥,조밀,휨강,비탄,모멘트,응력,파괴,강도,저항,다축,국부,취성,하중계수,휨응력,강재,항복,lrfd,asd,비틀림,연성,계수,design,계란,토목,전단,탄성,블록,유효,프레임,예제,load,길이,조합,resistance,다룸,factor,구조,합성,stress,계산,허용,한계,연결,건축,설계,철학,대하,nan","부재,좌굴,인장","부재,좌굴,인장,하중,압축","부재,좌굴,인장,하중,압축,단면,기둥,조밀,휨강,비탄,모멘트,응력,파괴,강도,저항,다축,강재,asd,design,토목"
17,1R,ACEE323,0,전공선택,건축사회환경공학부,구조역학II,최항,3(4),"구조역학,II",구조역학 II,"deflection,frames,moment,force,trusses,displacement,구조역학,energy,slope,beams,instances,plagiarism,conduct,mechanics,software,integrity,sidesvisit,betti,sidesmoment,homestrain,kassimali,castigliatheorem,홍갑표,principal,참고구조역학,박홍근,reference,leet,상환,maxwell,김상,박성수,hibbeler,standaork,recopenalty,torsion,modifications,policy,strain,load,temperature,thomson,head,accordance,theorem,party,factor,outcomes,notice,trends,competition,definition,지정,equations,hill,law,ii","deflection,frames,moment","deflection,frames,moment,force,trusses","deflection,frames,moment,force,trusses,displacement,구조역학,energy,slope,beams,instances,plagiarism,conduct,mechanics,software,integrity,kassimali,홍갑표,참고구조역학,박홍근"
18,1R,ACEE325,0,전공필수,건축사회환경공학부,수치해석(영강),최항석,3(4),"수치,해석",수치 해석(영강),"hangseok,eagerness,accomplishment,pdes,dr,tas,mathematics,counseling,공관,nakamura,kreyszig,최항,odes,potential,misconduct,laboratory,algebra,regulations,software,cheating,computer,kibb,keyaccessibility,권기범,regacareer,kore,choi,disconcerns,korouttoscience,homespecific,reread,idmake,ehdkkjk,homecounseling,homehomehomehomeequations,homebase,matengineers,김태형,excdeafamily,shoichiro,sympathy,capaimportance,numerics,homehomepenalty,hint,learnings,박상영,수치영강,iteration,environment,fortran,interpolation,guides,tae,researches,disadvantage,해석,lateness,수치,scientists,communities,measure,refer,package,honor,graduate,accommodations,remarks,engineers,curve,capabilities,learn,sample,undergraduate,disabilities,advantage,matrix,abilities,help,sons,reduction,prentice,expectations,code,attitude,equations,emergency,hill,rules,ph,society,policy","hangseok,eagerness,accomplishment","hangseok,eagerness,accomplishment,pdes,dr","hangseok,eagerness,accomplishment,pdes,dr,tas,mathematics,counseling,공관,nakamura,kreyszig,최항,odes,potential,misconduct,laboratory,algebra,regulations,software,cheating"
19,1R,ACEE327,0,전공선택,건축사회환경공학부,환경공학Ⅱ(영강),홍승관,3(3),환경공학,환경공학Ⅱ(영강),"treatment,water,wastewater,chemical,flocculation,sedimentation,filtration,coagulation,instances,plagiarism,conduct,plant,policy,integrity,sludge,rladlgid,환경환경acee,yihyang,cawater,disinfection,homehomehomeeffort,perliterature,nutrient,recharacteristics,webfaculty,seungkwan,reynolds,wepe,skhong,kufaculty,reactors,ees,alvarez,uptrends,환경공학,removal,reactor,homeexaminations,digestion,standaork,door,recopenalty,richards,fax,hr,ideal,plants,cohen,filters,head,membrane,accordance,engineers,index,thu,party,handout,tbd,tables,diagrams,prerequisites,definitions,sons,transport,regulations,transformation,definition,assistant,regardless,emergency,survey,ph,objective,environment,systems,science","treatment,water,wastewater","treatment,water,wastewater,chemical,flocculation","treatment,water,wastewater,chemical,flocculation,sedimentation,filtration,coagulation,instances,plagiarism,conduct,plant,policy,integrity,rladlgid,seungkwan,reynolds,ees,alvarez,uptrends"
20,1R,ACEE329,0,전공선택,건축사회환경공학부,에너지열역학(영강),김동완,3(3),"에너지,열역학",에너지열역학(영강),"thermodynamics,phase,energy,diagrams,equilibria,gases,law,science,heat,chemical,stmaterials,extransformations,engines,capaenthalpy,applies,ideal,entropy,transitions,calculations,열역학,determination,relation,transport,reactions,phenomena,physics,reaction,aim,equilibrium,chemistry,emphasis,에너지,variety,exam","thermodynamics,phase,energy","thermodynamics,phase,energy,diagrams,equilibria","thermodynamics,phase,energy,diagrams,equilibria,gases,law,science,heat,chemical,stmaterials,extransformations,engines,applies,ideal,entropy,transitions,calculations,determination,relation"
21,1R,ACEE331,0,전공선택,건축사회환경공학부,수문학(영강),백경록,3(3),수문학,수문학(영강),"hydrology,hydrographs,water,precipitation,frequency,cycle,rrl,reevapotranspiration,capwater,infiltration,homeiddisciphydrology,hydrograph,physical,flood,routing,수문학,goodness,groundwater,fit,predictions,modules,formula,analysis,probstatistics,probdistributions,mini,formulation,utilization,module,identification,engineers,languages,undergraduate,competence,products,introductory,background,computer,purpose,science","hydrology,hydrographs,water","hydrology,hydrographs,water,precipitation,frequency","hydrology,hydrographs,water,precipitation,frequency,cycle,rrl,capwater,infiltration,homeiddisciphydrology,hydrograph,flood,routing,goodness,groundwater,fit,predictions,formula,probstatistics,probdistributions"
22,1R,ACEE333,0,전공선택,건축사회환경공학부,철근콘크리트역학및설계,윤영수,3(3),"철근 콘크리트,역학,설계",철근 콘크리트 역학 및 설계,"철근콘크리트,철근,콘크리트,design,flexure,shear,beams,load,사용성,serviceabilty,중과,부착,전단,reinforcement,축하,정착,bond,부재,거동,관해,check,변천,정립,역학,안전,설계,exam","철근콘크리트,철근,콘크리트","철근콘크리트,철근,콘크리트,design,flexure","철근콘크리트,철근,콘크리트,design,flexure,shear,beams,load,사용성,serviceabilty,중과,부착,전단,reinforcement,축하,정착,bond,부재,거동,관해"
23,1R,ACEE343,0,전공선택,건축사회환경공학부,토질역학실험,최항석,1(2),"토질,역학,실험",토질 역학실험,"토질,soil,토질역학,mechanics,압축,강도,한계,hydrometer,bardet,limit,입회,론풀,절대함수,lambe,입도,소성,ekjk,판사,압밀,박상영,수위,기일,조장,계수,최항,지반,전단,감염증,다짐,투수,acee,임의,das,지하,지시,조의,inc,연기,비중,sons,credits,정해진,역학,실험","토질,soil,토질역학","토질,soil,토질역학,mechanics,압축","토질,soil,토질역학,mechanics,압축,강도,한계,입회,론풀,절대함수,입도,소성,판사,박상영,수위,기일,조장,계수,최항,지반"
24,1R,ACEE351,0,전공선택,건축사회환경공학부,첨단건설재료및실험(영강),이종구,3(4),"첨단,건설,재료,실험",첨단 건설재료 및 실험(영강),"concrete,콘크리트,미세,재료,admixtures,microstucture,아스팔트,deterioration,화재,material,화제,첨단,보수,repair,presentation,정성,significance,materials,물의,리뷰,건설,특수,실험","concrete,콘크리트,미세","concrete,콘크리트,미세,재료,admixtures","concrete,콘크리트,미세,재료,admixtures,microstucture,아스팔트,deterioration,화재,material,화제,첨단,보수,repair,presentation,정성,significance,materials,물의,리뷰"
25,1R,ACEE369,0,전공선택,건축사회환경공학부,건축시공(영강),조훈희,3(3),"건축,시공",건축 시공(영강),"concrete,reinforcement,daelim,temp,reinforce,tower,wall,procedure,cho,buildings,foundation,burj,precaconcrete,trtemp,earearearreinforcement,curtail,tall,korlessons,placing,taipei,khalifa,finishing,cultivate,specialists,steel,edge,시공,walls,investigation,aspect,visit,collaboration,range,notice,importance,ethics,건축,exam,management,design","concrete,reinforcement,daelim","concrete,reinforcement,daelim,temp,reinforce","concrete,reinforcement,daelim,temp,reinforce,tower,wall,procedure,cho,buildings,foundation,burj,trtemp,curtail,tall,taipei,khalifa,finishing,cultivate,specialists"
26,1R,ACEE381,1,전공선택,건축사회환경공학부,건축설계II,배효정,3(4),"건축,설계,II",건축설계II,"도면,주택,청년,건축,입면,평면,메일,단면도,컨셉,주거,조감도,대지,단면,gmass,hyojungbae,수강청강생,쉐어,study,축소,청강,간다,크리,전염병,숙련,하우스,당면,주소,답사,학번,확산,소양,대안,고민,설계,디자인,ii","도면,주택,청년","도면,주택,청년,건축,입면","도면,주택,청년,건축,입면,평면,메일,단면도,컨셉,주거,조감도,대지,단면,hyojungbae,수강청강생,쉐어,축소,청강,크리,전염병"
27,1R,ACEE381,2,전공선택,건축사회환경공학부,건축설계II,전문태,3(4),"건축,설계,II",건축설계II,"건축,critic,설계도,도면,auto,cad,체험,동건축,환경도로,구조도,배치도,평면도,창호,입면,단면도,더욱,소양,깊이,설계,ii,사회","건축,critic,설계도","건축,critic,설계도,도면,auto","건축,critic,설계도,도면,auto,cad,체험,동건축,환경도로,구조도,배치도,평면도,창호,입면,단면도,더욱,소양,깊이,설계,사회"
28,1R,ACEE407,0,전공선택,건축사회환경공학부,환경모델링및시스템해석(영강),김지형,3(3),"환경,모델링,시스템,해석",환경 모델링 및 시스템 해석(영강),"netmodeling,intelligence,modeling,variables,equations,difference,모델링,homereaction,pollutant,discretization,hyeong,khim,jeehyeong,configurations,disposal,netmachine,ace,gray,prerequinone,fate,assumption,해석,환경,acee,monitoring,facilities,test,everything,eng,conservation,none,base,treatment,kinetics,시스템,handouts,water,mass,approaches,hill,media,law,environment,systems","netmodeling,intelligence,modeling","netmodeling,intelligence,modeling,variables,equations","netmodeling,intelligence,modeling,variables,equations,difference,모델링,homereaction,pollutant,hyeong,khim,configurations,disposal,gray,prerequinone,fate,assumption,환경,facilities,everything"
29,1R,ACEE409,0,전공선택,건축사회환경공학부,도시급배수망전산설계,김중훈,3(4),"도시,급,배수,망,전산,설계",도시급 배수망 전산설계,"관망,수자원,상수,수리학,수리,모델링,아쿠알리브리엄,하수도,비상수,점검,수문학,적응력,배수,수로,유체역학,수량,거동,전산,구축,도시,설계","관망,수자원,상수","관망,수자원,상수,수리학,수리","관망,수자원,상수,수리학,수리,모델링,아쿠알리브리엄,하수도,비상수,점검,수문학,적응력,배수,수로,유체역학,수량,거동,전산,구축,도시"
30,1R,ACEE435,0,전공선택,건축사회환경공학부,지반조사와비파괴평가,이종섭,3(3),"지반,조사,파괴,평가",지반조사와 비파괴 평가,"파괴,탄성,탐사,조사법,지구물리학,인프라,지반,waves,혼합,베인,infrapurpose,dcpt,gpr,spt,dmt,subsurcharacterization,비저항,레이더,vwave,cptu,표준관입콘관입,적콘관입,method,파의,resistivity,샘플링,cpt,전통,전자기파,em,pmt,파동,전단,kinds,사법,조사,지표,wave,investigation,testing,지질,reflection,평가,사회,전자,전기,purpose","파괴,탄성,탐사","파괴,탄성,탐사,조사법,지구물리학","파괴,탄성,탐사,조사법,지구물리학,인프라,지반,waves,혼합,infrapurpose,dcpt,gpr,spt,dmt,subsurcharacterization,비저항,vwave,cptu,resistivity,cpt"
31,1R,ACEE439,0,전공선택,건축사회환경공학부,전산구조해석입문(영강),김승준,3(4),"전산,구조,해석,입문",전산구조 해석 입문(영강),"도법,유연,강성,bar,하중,beam,행렬,부정정,정확도,트러스,해석,프레임,전산,구조,물의,분포,입문,집중,컴퓨터","도법,유연,강성","도법,유연,강성,bar,하중","도법,유연,강성,bar,하중,beam,행렬,부정정,정확도,트러스,해석,프레임,전산,구조,물의,분포,입문,집중,컴퓨터"
32,1R,ACEE443,0,전공선택,건축사회환경공학부,공정관리,유위성,3(3),공정관리,공정관리,,nan,nan,nan
33,1R,ACEE446,0,전공선택,건축사회환경공학부,가치공학,임종권,2(3),"가치,공학",가치공학,"job,ve,vm,워크숍,리더쉽,구매,참고이행,참고대안,홈서치,참고정의,절감,va,대안,원가,성능,차이점,역사,foundation,미국,대선진국,참고전용,leaguide,참고참고브레인스토밍,참고목차,참고정식,cococove,의사자격,현재비용,supplementals,수강글국제,mlstandave,jklim,hq,훑어값어치,vvhandout,코스웍,homejongkwon,문제것임,ccvp,참고acee,woreng,뉴질랜드,textfundamental,참고국토교통부,휴게실,참고파레,홈상기,스탠더드,참고장애물,할인,호주,행해,가치,바인,행단,사지,창시자,로직,polices,가성,마일,절판,지름길,정의,구미,miles,stewart,guides,임종,선생,탈출,metrics,일괄,민간,리스크,사막,mobile,publisher,어프,로치,report,인증,선진,태동,가격,서명,참여자,코스,scope,구체화,필요시,시점,한국,공역,협회,널리,author,답사,rm,비용,인쇄,methodology,대책,독립,영국,창의성,제품,phase,것임,프로세스,대비,robert,risk,contact,누구,소양,서관,제한,guide,의사,location,공학,정부,고려,management","job,ve,vm","job,ve,vm,워크숍,리더쉽","job,ve,vm,워크숍,리더쉽,구매,참고이행,참고대안,홈서치,참고정의,절감,va,대안,원가,성능,차이점,역사,foundation,미국,수강글국제"
34,1R,ACEE471,2,전공필수,건축사회환경공학부,건설종합설계I,"이종구,조훈희", ,"건설,종합,설계",건설종합설계I,"건설,물의,대안,구성강의,요구건설,경영,발주,종합,제한,설계","건설,물의,대안","건설,물의,대안,구성강의,요구건설","건설,물의,대안,구성강의,요구건설,경영,발주,종합,제한,설계"
35,1R,ACEE471,4,전공필수,건축사회환경공학부,건설종합설계I,"최항석,김동완", ,"건설,종합,설계",건설종합설계I,"건설,장지,리튬이온,에너지건설,hdp,이차전지,수소,전해,차세대,acee,인증,팀티칭,과도,각론,초빙,저장,업체,기후,종합,instructors,요령,개방,연구소,에너지,설계","건설,장지,리튬이온","건설,장지,리튬이온,에너지건설,이차전지","건설,장지,리튬이온,에너지건설,hdp,이차전지,수소,전해,차세대,acee,인증,팀티칭,과도,각론,초빙,저장,업체,기후,종합,instructors"
36,1R,ACEE477,0,전공선택,건축사회환경공학부,건축구조설계론,박형석,3(3),"건축,구조,설계",건축구조 설계론,"스터디,design,developement,웹사이트,건축물,서적,주변,건축,구조,document,설계","스터디,design,developement","스터디,design,developement,웹사이트,건축물","스터디,design,developement,웹사이트,건축물,서적,주변,건축,구조,document,설계"
37,1R,ACEE481,0,전공선택,건축사회환경공학부,건축법규,이관직,2(3),"건축,법규",건축법규,"건축,건축법,건축물,법규,진흥,장법,택법,재료,총칙,도로,헌법,유지대지,이법,벌칙,개장,법제법,보칙,용도지구,괴정,용도건축,제법,재산권,기본권,자격증,구역,설비,대지,국토,사법,사안,특별,부터,건설,법률,제한,규정,연관,nan","건축,건축법,건축물","건축,건축법,건축물,법규,진흥","건축,건축법,건축물,법규,진흥,장법,택법,재료,총칙,도로,헌법,이법,벌칙,개장,보칙,용도지구,괴정,용도건축,제법,재산권"
38,1R,ACEE485,0,전공선택,건축사회환경공학부,사업비관리,손상혁,3(3),"사업비,관리",사업비 관리,"부동산,타당성,건설,시설,간접,금융,사업비,시발,상권,촛점,수익,상업,입지,파트,경영학,추진,관리,마케팅,정부,정책,경제,기말고사","부동산,타당성,건설","부동산,타당성,건설,시설,간접","부동산,타당성,건설,시설,간접,금융,사업비,시발,상권,촛점,수익,상업,입지,파트,경영학,추진,관리,마케팅,정부,정책"
39,1R,AMSE201,1,전공필수,신소재공학부,물리화학I(영강),이준호,3(3),물리화학,물리화학 I(영강),"law,mixtures,gases,thermodynamics,phase,equilibrium,transformation,chemical,stphase,substances,pure,물리화학,transformations,aims,covers,materials,kinetics,reaction,chemistry,rules,science","law,mixtures,gases","law,mixtures,gases,thermodynamics,phase","law,mixtures,gases,thermodynamics,phase,equilibrium,transformation,chemical,stphase,substances,pure,물리화학,transformations,aims,covers,materials,kinetics,reaction,chemistry,rules"
40,1R,AMSE201,2,전공필수,신소재공학부,물리화학I,강윤찬,3(3),물리화학,물리화학 I,물리화학,물리화학,"물리화학,law,machinery,mixtures,화공",물리화학
41,1R,AMSE201,3,전공필수,신소재공학부,물리화학I(영강),김웅,3(3),물리화학,물리화학 I(영강),"equilibrium,chemical,laws,substances,pure,mixtures,gases,transformations,phase,stchemical,law,물리화학,second,covers,understand,thermodynamics,kinetics,reaction,transformation,chemistry,rules,exam,science","equilibrium,chemical,laws","equilibrium,chemical,laws,substances,pure","equilibrium,chemical,laws,substances,pure,mixtures,gases,transformations,phase,stchemical,law,물리화학,second,covers,understand,thermodynamics,kinetics,reaction,transformation,chemistry"
42,1R,AMSE203,0,전공선택,신소재공학부,재료수치해석,이경진,3(3),"재료,수치,해석",재료 수치 해석,"equations,fortran,algorithmics,subroutine,algebraic,working,roots,해석,수치,computers,learn,understand,differentiation,optimization,modeling,error,aim,mathematics,재료,exam","equations,fortran,algorithmics","equations,fortran,algorithmics,subroutine,algebraic","equations,fortran,algorithmics,subroutine,algebraic,working,roots,해석,수치,computers,learn,understand,differentiation,optimization,modeling,error,aim,mathematics,재료,exam"
